TRANSACTION_ID,SUPPLIER_PARENT_NAME,SUPPERLIER_NAME,MATERIAL_DESCRIPTION,GL_ACCOUNT_DESCRIPTION,INVOICE_DESCRIPTION,MCC_DESCRIPTION,PO_DESCRIPTION,AMOUNT
TRANS408935,PARENT_SUPPLIER_341033,SUPPLIER_341033,,ACCTS PAYABLE,Presentation at the PCIO Expand Meeting,,," 7,275.14 "
TRANS152841,PARENT_SUPPLIER_357600,SUPPLIER_357600,,ACCTS PAYABLE,Q3'19 IT Teambuilding Lunch_26/9_39 Pax,,, 541.70 
TRANS845430,PARENT_SUPPLIER_149479,SUPPLIER_149479,,ACCTS PAYABLE,Buy?Stationery,,, 557.96 
TRANS180722,PARENT_SUPPLIER_422163,SUPPLIER_422163,,ACCTS PAYABLE,Soumi,,, 39.21 
TRANS175375,PARENT_SUPPLIER_634161,SUPPLIER_634161,,ACCTS PAYABLE,K?S-assist,,," 2,412.96 "
TRANS600533,PARENT_SUPPLIER_167513,SUPPLIER_167513,,ACCTS PAYABLE,beauty?industry,,, 65.35 
TRANS266970,PARENT_SUPPLIER_631054,SUPPLIER_631054,,ACCTS PAYABLE,Emsy,,, 482.59 
TRANS167864,PARENT_SUPPLIER_302742,SUPPLIER_302742,,ACCTS PAYABLE,NTT?DoCoMo,,," 13,894.65 "
TRANS594289,PARENT_SUPPLIER_965894,SUPPLIER_965894,,ACCTS PAYABLE,Makuhari?Techno?Garden?Chiba?Rent,,," 7,795.10 "
TRANS346440,PARENT_SUPPLIER_951974,SUPPLIER_951974,,ACCTS PAYABLE,Shinseisha,,, 414.59 
TRANS436077,PARENT_SUPPLIER_594098,SUPPLIER_594098,,ACCTS PAYABLE,4503268504-Exp_CDO-1909027,,, 60.77 
TRANS161596,PARENT_SUPPLIER_841268,SUPPLIER_841268,,ACCTS PAYABLE,WF583340?Hotel?Grand?Court?Nagoya?DR.?Shin-Yado?0920_28th?Nihonshin,,, 292.48 
TRANS374166,PARENT_SUPPLIER_718601,SUPPLIER_718601,,ACCTS PAYABLE,Confirm Rx-protocol booklet 30ea for sit,,, 247.42 
TRANS751758,PARENT_SUPPLIER_675646,SUPPLIER_675646,,ACCTS PAYABLE,Tesco,,, 374.28 
TRANS457046,PARENT_SUPPLIER_924878,SUPPLIER_924878,,ACCTS PAYABLE,Employee monthly parking fee,,," 7,757.20 "
TRANS840797,PARENT_SUPPLIER_515229,SUPPLIER_515229,,ACCTS PAYABLE,Medical?Marutei,,, 98.71 
TRANS573854,PARENT_SUPPLIER_792712,SUPPLIER_792712,,ACCTS PAYABLE,Saiya,,, 98.71 
TRANS351183,PARENT_SUPPLIER_435743,SUPPLIER_435743,,ACCTS PAYABLE,Earl?A.?Asset?Management,,," 1,005.95 "
TRANS729472,PARENT_SUPPLIER_612117,SUPPLIER_612117,,ACCTS PAYABLE,EDI Service,,, 6.50 
TRANS354193,PARENT_SUPPLIER_660692,SUPPLIER_660692,,ACCTS PAYABLE,Monthly payment for customs duty_Seoul C,,," 507,652.69 "
TRANS728848,PARENT_SUPPLIER_460844,SUPPLIER_460844,,ACCTS PAYABLE,"Kyowa?Electric?Co.,?Ltd.",,, 15.08 
TRANS406342,PARENT_SUPPLIER_360878,SUPPLIER_360878,,ACCTS PAYABLE,Hikaru?Kobayashi,,, 46.07 
TRANS153495,PARENT_SUPPLIER_315998,SUPPLIER_315998,,ACCTS PAYABLE,Scrap cost,,, 946.00 
TRANS706220,PARENT_SUPPLIER_774399,SUPPLIER_774399,,ACCTS PAYABLE,Japan?Medical?Information?Center,,, 502.70 
TRANS291953,PARENT_SUPPLIER_847056,SUPPLIER_847056,,ACCTS PAYABLE,Kazushi?Masaki,,," 3,423.84 "
TRANS796784,PARENT_SUPPLIER_595687,SUPPLIER_595687,,ACCTS PAYABLE,Japan?Medical?Information?Center,,," 4,423.76 "
TRANS439348,PARENT_SUPPLIER_569521,SUPPLIER_569521,,ACCTS PAYABLE,Hon_Song IG_Proctorship program@GNUH_201,,, 860.00 
TRANS288055,PARENT_SUPPLIER_943653,SUPPLIER_943653,,ACCTS PAYABLE,Hikaru?Kobayashi,,, 157.85 
TRANS825883,PARENT_SUPPLIER_361679,SUPPLIER_361679,,ACCTS PAYABLE,Parco?Space?Systems,,, 482.59 
TRANS164926,PARENT_SUPPLIER_475331,SUPPLIER_475331,,ACCTS PAYABLE,AIR TRSF-DR ANNAMALAR,,, 42.85 
TRANS893248,PARENT_SUPPLIER_813893,SUPPLIER_813893,,ACCTS PAYABLE,Mai?Morimoto,,, 274.20 
TRANS154210,PARENT_SUPPLIER_295714,SUPPLIER_295714,,ACCTS PAYABLE,,,, 43.33 
TRANS190784,PARENT_SUPPLIER_792120,SUPPLIER_792120,,ACCTS PAYABLE,,,," 1,849.61 "
TRANS805177,PARENT_SUPPLIER_353326,SUPPLIER_353326,,ACCTS PAYABLE,Correction of doc1900010852,,," 1,446.31 "
TRANS573842,PARENT_SUPPLIER_688121,SUPPLIER_688121,,ACCTS PAYABLE,Water dispenser for Aug 2019,,, 14.19 
TRANS906991,PARENT_SUPPLIER_161194,SUPPLIER_161194,,ACCTS PAYABLE,201911 parking fee-CSnew employess_Kyoun,,, 170.28 
TRANS651756,PARENT_SUPPLIER_980769,SUPPLIER_980769,,ACCTS PAYABLE,Add data point for CS area,,, 136.83 
TRANS905938,PARENT_SUPPLIER_512359,SUPPLIER_512359,,ACCTS PAYABLE,Meeting E Leave at Abbott Laboratories (,,, 21.48 
TRANS311089,PARENT_SUPPLIER_462103,SUPPLIER_462103,,ACCTS PAYABLE,4503353320-EXPENSES-DO-19080090,,," 1,555.35 "
TRANS777095,PARENT_SUPPLIER_690702,SUPPLIER_690702,,ACCTS PAYABLE,Radiation inspection fee for representat,,, 291.37 
TRANS637666,PARENT_SUPPLIER_617655,SUPPLIER_617655,,ACCTS PAYABLE,Meals & Transport Oct19,,, 225.52 
TRANS192855,PARENT_SUPPLIER_723373,SUPPLIER_723373,,ACCTS PAYABLE,Clear Prepaid_4503435082_Chop Tong Guan,,, -48.23 
TRANS319328,PARENT_SUPPLIER_962718,SUPPLIER_962718,,ACCTS PAYABLE,University?Building?Management,,, 663.56 
TRANS319936,PARENT_SUPPLIER_646033,SUPPLIER_646033,,ACCTS PAYABLE,medical?news?agency,,, 90.82 
TRANS912311,PARENT_SUPPLIER_420633,SUPPLIER_420633,,ACCTS PAYABLE,Yuki?Saito,,," 1,333.23 "
TRANS945935,PARENT_SUPPLIER_905833,SUPPLIER_905833,,ACCTS PAYABLE,Japan?Medical?Equipment?Sales?Association,,, 548.40 
TRANS490990,PARENT_SUPPLIER_323662,SUPPLIER_323662,,ACCTS PAYABLE,Hikaru?Kobayashi,,, 71.11 
TRANS466532,PARENT_SUPPLIER_516150,SUPPLIER_516150,,ACCTS PAYABLE,Shinji?Watanabe,,, 137.38 
TRANS377743,PARENT_SUPPLIER_187174,SUPPLIER_187174,,ACCTS PAYABLE,I?Tea,,, 452.43 
TRANS796901,PARENT_SUPPLIER_247288,SUPPLIER_247288,,ACCTS PAYABLE,Site?Support?Institute,,," 1,776.82 "
TRANS892162,PARENT_SUPPLIER_339293,SUPPLIER_339293,,ACCTS PAYABLE,joint?industry,,, 311.67 
TRANS438271,PARENT_SUPPLIER_829717,SUPPLIER_829717,,ACCTS PAYABLE,This?Half,,, 207.30 
TRANS599125,PARENT_SUPPLIER_737257,SUPPLIER_737257,,ACCTS PAYABLE,CE?Corporation,,," 1,085.83 "
TRANS332944,PARENT_SUPPLIER_166816,SUPPLIER_166816,,ACCTS PAYABLE,Taihei?Building?Service,,, 183.54 
TRANS303454,PARENT_SUPPLIER_684613,SUPPLIER_684613,,ACCTS PAYABLE,SOMPO?Building?Management,,, 118.64 
TRANS754869,PARENT_SUPPLIER_638244,SUPPLIER_638244,,ACCTS PAYABLE,Emaid?Okinawa,,, 402.16 
TRANS149581,PARENT_SUPPLIER_859604,SUPPLIER_859604,,ACCTS PAYABLE,Check stock count at Phyathai 2 & Phyath,,, 32.03 
TRANS471100,PARENT_SUPPLIER_877756,SUPPLIER_877756,,ACCTS PAYABLE,"Milk, Soy milk for staff in Oct 2019",,, 234.42 
TRANS156747,PARENT_SUPPLIER_885882,SUPPLIER_885882,,ACCTS PAYABLE,Fukuoka?rent?fee,,," 14,330.71 "
TRANS522019,PARENT_SUPPLIER_222962,SUPPLIER_222962,,ACCTS PAYABLE,4503268504-Exp_DO:CDO-1909041,,, 60.77 
TRANS712487,PARENT_SUPPLIER_140628,SUPPLIER_140628,,ACCTS PAYABLE,4503268504-Exp_CDO-1909031,,, 60.77 
TRANS473432,PARENT_SUPPLIER_597102,SUPPLIER_597102,,ACCTS PAYABLE,PMT_MORE CRT MPP study investigatio_KR40,,," 3,160.35 "
TRANS248388,PARENT_SUPPLIER_985762,SUPPLIER_985762,,ACCTS PAYABLE,Business?One?Kumamoto?Rent,,," 1,581.27 "
TRANS439144,PARENT_SUPPLIER_217743,SUPPLIER_217743,,ACCTS PAYABLE,Tokyu?Community,,, 157.85 
TRANS191149,PARENT_SUPPLIER_765937,SUPPLIER_765937,,ACCTS PAYABLE,PMT_MORE CRT MPP study investigatio_KR47,,," 5,645.26 "
TRANS669818,PARENT_SUPPLIER_139256,SUPPLIER_139256,,ACCTS PAYABLE,Moegi-tei?(Ginrei?Service),,, 218.45 
TRANS434458,PARENT_SUPPLIER_506787,SUPPLIER_506787,,ACCTS PAYABLE,Otsuka?Shokai,,, 945.66 
TRANS924185,PARENT_SUPPLIER_308237,SUPPLIER_308237,,ACCTS PAYABLE,PMT_MORE CRT MPP study investigatio_KR48,,," 1,804.50 "
TRANS148438,PARENT_SUPPLIER_315869,SUPPLIER_315869,,ACCTS PAYABLE,"Takumi?Medical?Co.,?Ltd.",,, 201.08 
TRANS457923,PARENT_SUPPLIER_110011,SUPPLIER_110011,,ACCTS PAYABLE,Lojko,,, 795.64 
TRANS324741,PARENT_SUPPLIER_321681,SUPPLIER_321681,,ACCTS PAYABLE,Snacks for staff in Oct 2019,,, 700.90 
TRANS460843,PARENT_SUPPLIER_562468,SUPPLIER_562468,,ACCTS PAYABLE,Dinner with AQR Auditors_9/10_6 pax,,, 240.05 
TRANS510257,PARENT_SUPPLIER_232829,SUPPLIER_232829,,ACCTS PAYABLE,Gimmick_3 in 1 Charging cable 500ea,,," 1,750.10 "
TRANS433449,PARENT_SUPPLIER_513185,SUPPLIER_513185,,ACCTS PAYABLE,Zishuiyuan,,, 201.08 
TRANS442878,PARENT_SUPPLIER_802759,SUPPLIER_802759,,ACCTS PAYABLE,SARAVANAN-HONO-CRT CERTIFICATION,,," 1,085.13 "
TRANS113412,PARENT_SUPPLIER_258222,SUPPLIER_258222,,ACCTS PAYABLE,PMT-IRB Initial review 2019-IlumenIV_AS3,,, 473.00 
TRANS288121,PARENT_SUPPLIER_746755,SUPPLIER_746755,,ACCTS PAYABLE,Telephone Oct19,,, 20.46 
TRANS739433,PARENT_SUPPLIER_537294,SUPPLIER_537294,,ACCTS PAYABLE,Telephone Oct19,,, 5.21 
TRANS555041,PARENT_SUPPLIER_904722,SUPPLIER_904722,,ACCTS PAYABLE,promedico,,, 281.51 
TRANS624259,PARENT_SUPPLIER_916236,SUPPLIER_916236,,ACCTS PAYABLE,Shinji?Watanabe,,, 47.16 
TRANS428126,PARENT_SUPPLIER_486328,SUPPLIER_486328,,ACCTS PAYABLE,Meals & Transport Oct19,,, 282.81 
TRANS904194,PARENT_SUPPLIER_725506,SUPPLIER_725506,,ACCTS PAYABLE,Sanei?Cardio,,, 427.30 
TRANS554062,PARENT_SUPPLIER_708931,SUPPLIER_708931,,ACCTS PAYABLE,Toll Fee For Aug19,,, 66.82 
TRANS531932,PARENT_SUPPLIER_895204,SUPPLIER_895204,,ACCTS PAYABLE,Kisia,,, 248.61 
TRANS774055,PARENT_SUPPLIER_615831,SUPPLIER_615831,,ACCTS PAYABLE,ENTRENAMIENTO AMPLATZER CIUDAD DE MEXICO,,, 7.50 
TRANS541561,PARENT_SUPPLIER_979214,SUPPLIER_979214,,ACCTS PAYABLE,TRANSLATION SERVICES,,, 258.60 
TRANS730843,PARENT_SUPPLIER_671477,SUPPLIER_671477,,ACCTS PAYABLE,TRANSLATION SERVICES,,," 1,707.25 "
TRANS402042,PARENT_SUPPLIER_751140,SUPPLIER_751140,,ACCTS PAYABLE,,,, 104.55 
TRANS879379,PARENT_SUPPLIER_501904,SUPPLIER_501904,,ACCTS PAYABLE,FRUIT FOR OFFICE,,, 13.72 
TRANS396115,PARENT_SUPPLIER_212025,SUPPLIER_212025,,ACCTS PAYABLE,4503268504-Exp_DO:CDO-1909049,,, 60.77 
TRANS363851,PARENT_SUPPLIER_249424,SUPPLIER_249424,,ACCTS PAYABLE,Pacemaker clinic at Prapoklao H.,,, 76.66 
TRANS199453,PARENT_SUPPLIER_321951,SUPPLIER_321951,,ACCTS PAYABLE,4503268504-Exp_DO:CDO-1909046,,, 60.77 
TRANS346334,PARENT_SUPPLIER_625861,SUPPLIER_625861,,ACCTS PAYABLE,4503268504-Exp_DO:CDO-1909044,,, 60.77 
TRANS554474,PARENT_SUPPLIER_281981,SUPPLIER_281981,,ACCTS PAYABLE,booth for GUESS_20191012,,, 946.00 
TRANS407290,PARENT_SUPPLIER_232096,SUPPLIER_232096,,ACCTS PAYABLE,Interim IRB Review Fee for More CRT MPP,,, 236.50 
TRANS989981,PARENT_SUPPLIER_315446,SUPPLIER_315446,,ACCTS PAYABLE,USB for case study backup requested by u,,, 133.05 
TRANS913112,PARENT_SUPPLIER_236402,SUPPLIER_236402,,ACCTS PAYABLE,4503423553_INventory_DO:42184106,,, 510.00 
TRANS398026,PARENT_SUPPLIER_993891,SUPPLIER_993891,,ACCTS PAYABLE,copy machine rental use,,," 1,311.16 "
TRANS526499,PARENT_SUPPLIER_373201,SUPPLIER_373201,,ACCTS PAYABLE,Nippon?Tsun,,," 100,084.35 "
TRANS903977,PARENT_SUPPLIER_490167,SUPPLIER_490167,,ACCTS PAYABLE,Sanxiaotang,,, 301.62 
TRANS751184,PARENT_SUPPLIER_587521,SUPPLIER_587521,,ACCTS PAYABLE,Sapporo?Medical?Corporation,,," 1,749.21 "
TRANS369782,PARENT_SUPPLIER_903009,SUPPLIER_903009,,ACCTS PAYABLE,Shiga?Machinery,,, 296.14 
TRANS585568,PARENT_SUPPLIER_569354,SUPPLIER_569354,,ACCTS PAYABLE,"Sankou?Medical?Co.,?Ltd.",,," 5,208.81 "
TRANS203328,PARENT_SUPPLIER_796821,SUPPLIER_796821,,ACCTS PAYABLE,San?Life,,," 1,005.40 "
TRANS617312,PARENT_SUPPLIER_659450,SUPPLIER_659450,,ACCTS PAYABLE,S?K?E,,, 197.42 
TRANS235450,PARENT_SUPPLIER_688243,SUPPLIER_688243,,ACCTS PAYABLE,Simek,,," 1,289.65 "
TRANS369427,PARENT_SUPPLIER_182174,SUPPLIER_182174,,ACCTS PAYABLE,Shoro?Japan?Matsue?rent,,," 2,035.26 "
TRANS864562,PARENT_SUPPLIER_889164,SUPPLIER_889164,,ACCTS PAYABLE,Kinrakuen,,, 25.14 
TRANS641246,PARENT_SUPPLIER_873652,SUPPLIER_873652,,ACCTS PAYABLE,Lojko,,, 472.83 
TRANS327624,PARENT_SUPPLIER_329402,SUPPLIER_329402,,ACCTS PAYABLE,Kagoshima?Rent?for?Kawatansho?Management?Service,,," 4,819.15 "
TRANS827143,PARENT_SUPPLIER_936993,SUPPLIER_936993,,ACCTS PAYABLE,Sanai?Building?Management,,, 154.17 
TRANS566039,PARENT_SUPPLIER_854160,SUPPLIER_854160,,ACCTS PAYABLE,bridge,,," 4,089.88 "
TRANS130686,PARENT_SUPPLIER_669589,SUPPLIER_669589,,ACCTS PAYABLE,Shinji?Watanabe,,, 331.87 
TRANS834043,PARENT_SUPPLIER_824093,SUPPLIER_824093,,ACCTS PAYABLE,Four-Dimensional?Body,,," 4,699.97 "
TRANS934838,PARENT_SUPPLIER_934041,SUPPLIER_934041,,ACCTS PAYABLE,,,, 194.87 
TRANS757324,PARENT_SUPPLIER_995222,SUPPLIER_995222,,ACCTS PAYABLE,,,," 1,006.66 "
TRANS833944,PARENT_SUPPLIER_172443,SUPPLIER_172443,,ACCTS PAYABLE,,,," 5,232.98 "
TRANS243756,PARENT_SUPPLIER_732305,SUPPLIER_732305,,ACCTS PAYABLE,CESCO pest control,,, 129.00 
TRANS121459,PARENT_SUPPLIER_749185,SUPPLIER_749185,,ACCTS PAYABLE,Messenger fee Oct19,,, 51.15 
TRANS891530,PARENT_SUPPLIER_299908,SUPPLIER_299908,,ACCTS PAYABLE,4503504088_Exp.,,, 204.49 
TRANS383993,PARENT_SUPPLIER_394444,SUPPLIER_394444,,ACCTS PAYABLE,Monthly communication fee for i-Pad,,, 36.61 
TRANS672691,PARENT_SUPPLIER_824785,SUPPLIER_824785,,ACCTS PAYABLE,Yusa?Shimbun?Sales,,, 30.65 
TRANS359808,PARENT_SUPPLIER_964196,SUPPLIER_964196,,ACCTS PAYABLE,4503268504-Exp_CDO-1909023,,, 60.77 
TRANS791172,PARENT_SUPPLIER_959358,SUPPLIER_959358,,ACCTS PAYABLE,Transport Oct19,,, 95.91 
TRANS848596,PARENT_SUPPLIER_962816,SUPPLIER_962816,,ACCTS PAYABLE,"Nippon?Denki?Co.,?Ltd.?20920",,, 160.86 
TRANS140880,PARENT_SUPPLIER_431843,SUPPLIER_431843,,ACCTS PAYABLE,4503492846-Exp,,, 217.03 
TRANS564182,PARENT_SUPPLIER_609393,SUPPLIER_609393,,ACCTS PAYABLE,4503268504-Exp_CDO-1909040,,, 91.15 
TRANS804799,PARENT_SUPPLIER_708271,SUPPLIER_708271,,ACCTS PAYABLE,Pacemaker clinic at chonburi H.,,, 67.14 
TRANS891860,PARENT_SUPPLIER_379902,SUPPLIER_379902,,ACCTS PAYABLE,Taxi Allowance for Sup19,,, 95.91 
TRANS146614,PARENT_SUPPLIER_564888,SUPPLIER_564888,,ACCTS PAYABLE,Transport Oct19,,, 79.13 
TRANS608437,PARENT_SUPPLIER_239701,SUPPLIER_239701,,ACCTS PAYABLE,PMT_MORE CRT MPP study investigatio_KR40,,," 25,322.06 "
TRANS909336,PARENT_SUPPLIER_975252,SUPPLIER_975252,,ACCTS PAYABLE,Telephone Oct19,,, 20.52 
TRANS904855,PARENT_SUPPLIER_628677,SUPPLIER_628677,,ACCTS PAYABLE,4503284352_Exp._60%_Annual Dinner 2019,,," 13,426.68 "
TRANS671380,PARENT_SUPPLIER_764471,SUPPLIER_764471,,ACCTS PAYABLE,Hiring Manager Training Book Binding 201,,, 93.65 
TRANS105695,PARENT_SUPPLIER_329399,SUPPLIER_329399,,ACCTS PAYABLE,Confirm Rx-subject binder 30ea+Study bin,,, 300.83 
TRANS895387,PARENT_SUPPLIER_815111,SUPPLIER_815111,,ACCTS PAYABLE,Training-Prevention?of?Bullying?in?Workplace,,," 2,081.20 "
TRANS990979,PARENT_SUPPLIER_586276,SUPPLIER_586276,,ACCTS PAYABLE,Otsuka?Shokai,,, 103.32 
TRANS988910,PARENT_SUPPLIER_277955,SUPPLIER_277955,,ACCTS PAYABLE,Sankou,,," 2,119.08 "
TRANS298076,PARENT_SUPPLIER_332469,SUPPLIER_332469,,ACCTS PAYABLE,bridge,,," 1,246.05 "
TRANS206981,PARENT_SUPPLIER_426586,SUPPLIER_426586,,ACCTS PAYABLE,"Heart?Medical?Co.,?Ltd.",,, 150.81 
TRANS181941,PARENT_SUPPLIER_211577,SUPPLIER_211577,,ACCTS PAYABLE,"WF573667?Meitetsu?Kotsu?Co.,?Ltd.,?DR.?Yoshida?Kou?10/19-20?CRT?Modu",,, 57.22 
TRANS108130,PARENT_SUPPLIER_715661,SUPPLIER_715661,,ACCTS PAYABLE,Fukuyama-dori?Street,,, 42.42 
TRANS413035,PARENT_SUPPLIER_653964,SUPPLIER_653964,,ACCTS PAYABLE,Shinji?Watanabe,,, 61.06 
TRANS233704,PARENT_SUPPLIER_515312,SUPPLIER_515312,,ACCTS PAYABLE,Aiko?Inada,,," 1,139.68 "
TRANS488797,PARENT_SUPPLIER_877517,SUPPLIER_877517,,ACCTS PAYABLE,Oboshi?Building?Management?Sapporo?Rent,,," 17,251.86 "
TRANS432732,PARENT_SUPPLIER_455497,SUPPLIER_455497,,ACCTS PAYABLE,Mainichi?Kogyo,,, 469.72 
TRANS895390,PARENT_SUPPLIER_112244,SUPPLIER_112244,,ACCTS PAYABLE,Sun,,, 211.13 
TRANS962742,PARENT_SUPPLIER_131867,SUPPLIER_131867,,ACCTS PAYABLE,Sanyo?Shimbun?Sales,,, 28.27 
TRANS906028,PARENT_SUPPLIER_585389,SUPPLIER_585389,,ACCTS PAYABLE,Visitas comerciales y consulta/ALICIA PE,,, 27.60 
TRANS669750,PARENT_SUPPLIER_118318,SUPPLIER_118318,,ACCTS PAYABLE,Eight?Creation,,, 160.86 
TRANS434967,PARENT_SUPPLIER_901542,SUPPLIER_901542,,ACCTS PAYABLE,Japan?Medical?Information?Center,,," 2,879.10 "
TRANS513358,PARENT_SUPPLIER_237380,SUPPLIER_237380,,ACCTS PAYABLE,"Mitsui?Kosan?Co.,?Ltd.",,," 1,693.09 "
TRANS373411,PARENT_SUPPLIER_920066,SUPPLIER_920066,,ACCTS PAYABLE,Reimbursement landscape in Russia for Po,,, 897.21 
TRANS673294,PARENT_SUPPLIER_614593,SUPPLIER_614593,,ACCTS PAYABLE,,,," 1,374.18 "
TRANS132851,PARENT_SUPPLIER_653701,SUPPLIER_653701,,ACCTS PAYABLE,,,," 2,237.49 "
TRANS451068,PARENT_SUPPLIER_651451,SUPPLIER_651451,,ACCTS PAYABLE,Correction of doc1900010851,,, 774.63 
TRANS192325,PARENT_SUPPLIER_665775,SUPPLIER_665775,,ACCTS PAYABLE,4503435082_Exp.,,, 48.23 
TRANS711017,PARENT_SUPPLIER_866949,SUPPLIER_866949,,ACCTS PAYABLE,Monthly Cost 3PL warehouse Oct.19,,," 17,534.54 "
TRANS796544,PARENT_SUPPLIER_681875,SUPPLIER_681875,,ACCTS PAYABLE,Institute?of?Medical?Industry,,," 6,645.02 "
TRANS499286,PARENT_SUPPLIER_826243,SUPPLIER_826243,,ACCTS PAYABLE,Hikaru?Kobayashi,,, 82.72 
TRANS501878,PARENT_SUPPLIER_259243,SUPPLIER_259243,,ACCTS PAYABLE,WF579934?Ooboshi?Building?Management?Conference?Room?0928How?to?CRT,,, 236.91 
TRANS723680,PARENT_SUPPLIER_454685,SUPPLIER_454685,,ACCTS PAYABLE,Yamato?Life?Next,,, 502.70 
TRANS907223,PARENT_SUPPLIER_184467,SUPPLIER_184467,,ACCTS PAYABLE,Proctorship_Dr.Kubo Takashi_0822_Penalty,,, 323.96 
TRANS810232,PARENT_SUPPLIER_977765,SUPPLIER_977765,,ACCTS PAYABLE,Naha?New?Center?Okinawa?Rent,,," 4,309.57 "
TRANS168963,PARENT_SUPPLIER_564477,SUPPLIER_564477,,ACCTS PAYABLE,University?Building?Management,,, 809.35 
TRANS482828,PARENT_SUPPLIER_673162,SUPPLIER_673162,,ACCTS PAYABLE,Hikaru?Kobayashi,,, 27.60 
TRANS536078,PARENT_SUPPLIER_935025,SUPPLIER_935025,,ACCTS PAYABLE,Japan?ICD?''Kokoro?Vol.44''Ad?Posted,,, 592.27 
TRANS939852,PARENT_SUPPLIER_735003,SUPPLIER_735003,,ACCTS PAYABLE,Training-Prevention?of?Bullying?in?Workplace,,, 473.00 
TRANS287085,PARENT_SUPPLIER_872986,SUPPLIER_872986,,ACCTS PAYABLE,Central?City?Management?Akita?Rent,,," 1,091.58 "
TRANS356271,PARENT_SUPPLIER_581303,SUPPLIER_581303,,ACCTS PAYABLE,4503502043-Exp_DO:11747,,, 21.94 
TRANS475982,PARENT_SUPPLIER_803634,SUPPLIER_803634,,ACCTS PAYABLE,Cannon?Marketing?Japan?(Automatic?Drop?Off),,, 45.75 
TRANS405125,PARENT_SUPPLIER_594388,SUPPLIER_594388,,ACCTS PAYABLE,TH109-10-2019/Booth,,, 959.10 
TRANS413274,PARENT_SUPPLIER_128654,SUPPLIER_128654,,ACCTS PAYABLE,First?Life?Fortune,,," 1,169.92 "
TRANS761533,PARENT_SUPPLIER_318430,SUPPLIER_318430,,ACCTS PAYABLE,Hiromichi?Ueno,,," 2,043.25 "
TRANS374592,PARENT_SUPPLIER_261521,SUPPLIER_261521,,ACCTS PAYABLE,Parco?Space?Systems,,, 767.18 
TRANS371851,PARENT_SUPPLIER_751941,SUPPLIER_751941,,ACCTS PAYABLE,Contiemeer?Ginza?Store,,, 77.69 
TRANS718895,PARENT_SUPPLIER_783778,SUPPLIER_783778,,ACCTS PAYABLE,Adjust mode before MRI at PSU Hospital,,, 49.87 
TRANS649446,PARENT_SUPPLIER_547384,SUPPLIER_547384,,ACCTS PAYABLE,Taihei?Building?Service,,, 139.35 
TRANS304806,PARENT_SUPPLIER_981906,SUPPLIER_981906,,ACCTS PAYABLE,"Hokushin?Medical?Co.,?Ltd.",,," 1,248.71 "
TRANS635715,PARENT_SUPPLIER_700845,SUPPLIER_700845,,ACCTS PAYABLE,Nippon?Kounan?Kanto,,, 784.76 
TRANS351973,PARENT_SUPPLIER_616064,SUPPLIER_616064,,ACCTS PAYABLE,Internet bill,,, 26.49 
TRANS973000,PARENT_SUPPLIER_232248,SUPPLIER_232248,,ACCTS PAYABLE,Matsugame?Shoten?Omiya?rent,,," 15,606.93 "
TRANS787597,PARENT_SUPPLIER_890993,SUPPLIER_890993,,ACCTS PAYABLE,Sibata?Medical?Department,,, 446.03 
TRANS319573,PARENT_SUPPLIER_720754,SUPPLIER_720754,,ACCTS PAYABLE,Sankou,,, 148.07 
TRANS646562,PARENT_SUPPLIER_642895,SUPPLIER_642895,,ACCTS PAYABLE,Emsy,,, 383.56 
TRANS212159,PARENT_SUPPLIER_224863,SUPPLIER_224863,,ACCTS PAYABLE,Shunichi?Hamaguchi,,, 150.81 
TRANS193003,PARENT_SUPPLIER_841411,SUPPLIER_841411,,ACCTS PAYABLE,D.?C.?Sense,,," 1,331.33 "
TRANS412008,PARENT_SUPPLIER_211940,SUPPLIER_211940,,ACCTS PAYABLE,Emshiai,,, 499.96 
TRANS213856,PARENT_SUPPLIER_618229,SUPPLIER_618229,,ACCTS PAYABLE,Nippon?Tsun,,," 29,104.39 "
TRANS762571,PARENT_SUPPLIER_948400,SUPPLIER_948400,,ACCTS PAYABLE,Ignite?Eye,,, 74.03 
TRANS608387,PARENT_SUPPLIER_894865,SUPPLIER_894865,,ACCTS PAYABLE,APOYO TECNICO CIERRE DE ARICULILLA SOMER,,, 13.08 
TRANS171135,PARENT_SUPPLIER_832795,SUPPLIER_832795,,ACCTS PAYABLE,,,, 758.94 
TRANS751280,PARENT_SUPPLIER_789533,SUPPLIER_789533,,ACCTS PAYABLE,SPONSORSHIP,,," 2,277.60 "
TRANS398611,PARENT_SUPPLIER_421305,SUPPLIER_421305,,ACCTS PAYABLE,MACHELEN DIEGEM,,," 4,797.01 "
TRANS126913,PARENT_SUPPLIER_409889,SUPPLIER_409889,,ACCTS PAYABLE,TAXI SERVICES 10.11-12.11.2019,,, 431.78 
TRANS181186,PARENT_SUPPLIER_653912,SUPPLIER_653912,,ACCTS PAYABLE,Blood Donation Campaign & Wellness Day_3,,, 97.81 
TRANS668309,PARENT_SUPPLIER_489093,SUPPLIER_489093,,ACCTS PAYABLE,Collection?of?Japanese?Claims,,, 640.34 
TRANS337918,PARENT_SUPPLIER_369726,SUPPLIER_369726,,ACCTS PAYABLE,Spaces,,," 3,860.74 "
TRANS654418,PARENT_SUPPLIER_520921,SUPPLIER_520921,,ACCTS PAYABLE,Jihou,,, 796.28 
