show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2679,TV Show,Heartland,,"Amber Marshall, Michelle Morgan, Graham Wardle, Shaun Johnston, Chris Potter, Jessica Amlee, Kerry James, Nathaniel Arcand",Canada,"August 1, 2019",2017,TV-14,11 Seasons,TV Dramas,Spunky teenager Amy is reeling from the sudden death of her mother when she and her grandfather are threatened with the loss of their horse ranch.
s1563,Movie,Cycle,Prakash Kunte,"Hrishikesh Joshi, Bhalchandra Kadam, Priyadarshan Jadhav, Deepti Lele, Manoj Kolhatkar, Maithili Patwardhan",India,"September 10, 2020",2018,TV-PG,96 min,"Comedies, Dramas, International Movies","When his prized bicycle is stolen, an astrologer’s search turns into a journey of self-realization — while the thieves learn a few lessons of their own."
s2552,Movie,Gun City,Dani de la Torre,"Luis Tosar, Michelle Jenner, Vicente Romero, Manolo Solo, Paco Tous, Adriana Torrebejano, Pep Tosar, Jaime Lorente, Ernesto Alterio, Fernando Cayo","Spain, France","October 31, 2018",2018,TV-MA,126 min,"Dramas, International Movies, Thrillers","In 1921 Barcelona, amid unrest between anarchists and the police, a cop plays both sides to learn who stole army weapons that could ignite a civil war."
s3386,Movie,Killer Cove,Damián Romay,"Haley Webb, Donny Boaz, Cathy Baron, Jason Alan Smith, Dennis Staroselsky, Owen Miller, Shawn Fitzgibbon",United States,"November 14, 2020",2019,TV-14,87 min,Thrillers,"An unlucky woman finds a solution for her hateful ex, a trying job hunt and a stalker through a charming P.I. – only to endure a new set of problems."
s898,Movie,Bibi & Tina: Tohuwabohu Total,Detlev Buck,"Lina Larissa Strahl, Lisa-Marie Koroll, Louis Held, Lea van Acken, Emilio Sakraya, Michael Maertens, Martin Seifert",Germany,"December 27, 2017",2017,TV-14,106 min,"Children & Family Movies, Music & Musicals",Teen witch Bibi and her pal Tina return to the screen to reconcile a runaway girl with her narrow-minded family and save Falkenstein Castle from chaos.
s7312,Movie,Un plus une,Claude Lelouch,"Jean Dujardin, Elsa Zylberstein, Christopher Lambert, Alice Pol, Rahul Vohra, Shriya Pilgaonkar, Abhishek Krishnan, Venantino Venantini, Amma, Kalki Koechlin",France,"August 1, 2017",2015,TV-MA,114 min,"Comedies, Dramas, International Movies","A womanizing musician travels to India, where he composes a Bollywood film score and unexpectedly falls for the wife of the French ambassador."
s1197,Movie,Can’t Complain,Ahmed Nader Galal,"Ahmed Helmy, Menna Shalaby, Khaled El Sawy, Lotfy Labib",Egypt,"June 3, 2020",2007,TV-MA,114 min,"Comedies, International Movies, Romantic Movies","Raised by a father to fraudulently act as one person, three identical brothers end up pining for the same woman as one triplet seeks psychiatric help."
s192,TV Show,A Korean Odyssey,,"Lee Seung-gi, Cha Seung-won, Oh Yeon-seo, Lee Hong-gi, Jang Gwang, Lee Se-young",South Korea,"March 5, 2019",2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.
s2682,TV Show,Heaven's Garden,,"Bul-am Choi, Ho-Jeong Yoo, Sae-ron Kim, Chan-hee Kang, Woo-Sung Hyun, An Seo Hyun, Ho-Jin Kim",South Korea,"December 15, 2016",2011,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","When her husband goes to jail for bankruptcy, a woman takes her two daughters to live with her father, who severed ties with her years ago."
s706,TV Show,Bakugan: Battle Planet,,"Jonah Wineberg, Deven Christian Mack, Margarita Valderrama, Ticoon Kim, Jason Deline, Will Bowes","Japan, Canada, United States","November 6, 2020",2018,TV-PG,1 Season,"Anime Series, Kids' TV",Dan Kouzo and his pals bond with mysterious creatures known as Bakugan while fighting sinister forces out to control the world.
s7357,TV Show,Unrequited Love,,"Zhu Yanmanzi, Zhao Shunran, Shen Yu, Zhang Yichi, Mengqin, Esther Chen, Zhang Zhehao, He Meixuan, Yuan Baizihui",China,"July 17, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","A complicated, one-sided secret attraction sends ripples through the lives of a mild-mannered student and her dashing classmate."
s3994,Movie,Maurício Meirelles: Generating Chaos,Diego Pignataro,Maurício Meirelles,Brazil,"April 16, 2020",2020,TV-MA,63 min,Stand-Up Comedy,"Comedian Maurício Meirelles explores his chaotic mind with scathingly funny views on family, prejudices, turtles and more in this stand-up special."
s2692,Movie,Hellboy,Guillermo del Toro,"Ron Perlman, John Hurt, Selma Blair, Rupert Evans, Karel Roden, Jeffrey Tambor, Doug Jones, Brian Steele, Ladislav Beran, Biddy Hodson, Corey Johnson, Kevin Trainor",United States,"December 1, 2018",2004,PG-13,122 min,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy","This fast-paced action flick tells the dark story of Hellboy, a charismatic demon who's put on Earth by the Nazis to terrorize the rest of the world."
s7303,Movie,Ujala,Naresh Saigal,"Mala Sinha, Shammi Kapoor, Raaj Kumar, Leela Chitnis, Dhumal, Kumkum",India,"October 15, 2017",1959,TV-14,143 min,"Dramas, International Movies","An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach."
s3264,TV Show,K-On!,,"Aki Toyosaki, Ayana Taketatsu, Chika Fujito, Madoka Yonezawa, Minako Kotobuki, Satomi Sato, Yoko Hikasa",Japan,"November 15, 2019",2010,TV-PG,2 Seasons,"Anime Series, Teen TV Shows","When they're not gorging themselves on sugary snacks, four aspiring high school musicians crank out catchy tunes as members of the Light Music Club."
s3801,Movie,Luccas Neto em: Acampamento de Férias 2,Lucas Margutti,"Luccas Neto, Giovanna Alparone, Jéssica Diehl, Vivian Duarte",Brazil,"May 4, 2020",2020,TV-G,81 min,"Children & Family Movies, Comedies, Music & Musicals","Luccas and his band of buddies make music and mischief at a new summer camp, where they face off with talented rivals and their tough coach."
s4265,Movie,Mubarakan,Anees Bazmee,"Anil Kapoor, Arjun Kapoor, Ileana D'Cruz, Athiya Shetty, Neha Sharma, Vineet Kumar Singh, Pavan Malhotra, Ratna Pathak Shah, Karan Kundra, Anil Mange, Rahul Dev, Sanjay Kapoor",India,"November 5, 2017",2017,PG-13,153 min,"Comedies, Dramas, International Movies","Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric, unmarried uncle to find a solution to their romantic woes."
s6335,TV Show,The English Game,,"Edward Holcroft, Kevin Guthrie, Charlotte Hope, Niamh Walsh, Craig Parkinson, James Harkness, Ben Batt, Gerard Kearns, Henry Lloyd-Hughes",United Kingdom,"March 20, 2020",2020,TV-14,1 Season,"British TV Shows, International TV Shows, TV Dramas",Two 19th-century footballers on opposite sides of a class divide navigate professional and personal turmoil to change the game — and England — forever.
s5713,TV Show,Somewhere Only We Know,,"Zhang Chao, Li Tingting, Chen Bohao, Sun Jialing, Zhang Zhang, Li Jiuxiao, Deng Yuli, Li Huan, Fang Wenqiang, Gong Rui",China,"June 15, 2019",2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",A language major bickers with – and falls for – a doctoral student as she navigates the ups and downs of love and friendship with college classmates.
s3073,Movie,Issaq,Manish Tiwary,"Prateik, Amyra Dastur, Ravi Kishan, Prashant Narayanan, Rajeshwari Sachdev, Neena Gupta, Makarand Deshpande, Vineet Kumar Singh, Amit Sial, Prashantt Guptha, Sudhir Pandey, Evelyn Sharma, Sandeep Bose",India,"March 1, 2018",2013,TV-MA,140 min,"Dramas, International Movies, Music & Musicals",Two young lovers in Banaras are caught in the crossfire of a feud between their powerful families and a political climate destroying their city.
s6140,Movie,The Blackcoat's Daughter,Osgood Perkins,"Emma Roberts, Kiernan Shipka, Lucy Boynton, Lauren Holly, James Remar, Greg Ellwand, Elana Krausz, Heather Tod Mitchell, Peter James Haworth, Emma Holzer","Canada, United States","May 18, 2019",2015,R,95 min,"Horror Movies, Independent Movies, Thrillers","When their parents fail to pick them up for winter break, two students stay on at an all-girls boarding school in the company of a terrible presence."
s1253,Movie,Celebrity Marriage,Pascal Amanfo,"Kanayo O. Kanayo, Tonto Dikeh, Jackie Appiah, Odunlade Adekola, Toyin Aimakhu, Osita Iheme, Francis Odega, Calista Okoronkwo, Susan Peters, Roselyn Ngissah",,"December 6, 2019",2017,TV-PG,107 min,"Dramas, International Movies",A successful actress with an abusive husband confides in friends who have troubling relationship issues of their own.
s4735,TV Show,Padamu Aku Bersujud,,"Syazwan Zulkifli, Sqikin Kamal, Leez Rosli, Bil Azali, Shenthy Feliziana, Jasmine Suraya, Aleza Shadan, Nina Iskandar",,"December 1, 2017",2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","The son of poor farmers leaves his village to seek his fortune in Kuala Lumpur, where he meets a young woman who's also trying to better her life."
s5217,TV Show,Rise of Empires: Ottoman,,"Charles Dance, Cem Yiğit Üzümoğlu, Tommaso Basili, Birkan Sokullu, Osman Sonant, Tolga Tekin, Damla Sönmez, Ushan Çakır, İlayda Akdoğan",,"January 24, 2020",2020,TV-MA,1 Season,Docuseries,Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.
s7064,Movie,Three,Johnnie To,"Louis Koo, Zhao Wei, Wallace Chung, Lam Suet, Lo Hoi-pang, Eddie Cheung, Timmy Hung, Michael Tse, Raymond Wong Ho-Yin","Hong Kong, China","June 3, 2017",2016,TV-MA,88 min,"Action & Adventure, International Movies","A master criminal engineers his own shooting during a police raid, then refuses treatment while awaiting rescue in a tense standoff at a hospital."
s2026,Movie,"Escape from the ""Liberty"" Cinema",Wojciech Marczewski,"Janusz Gajos, Zbigniew Zamachowski, Teresa Marczewska, Piotr Fronczewski, Władysław Kowalski, Michał Bajor, Jan Peszek, Jerzy Bińczycki",Poland,"October 1, 2019",1990,TV-MA,88 min,"Comedies, Dramas, Independent Movies","Artistic rebellion ignites at the movies when film characters suddenly speak freely to the audience, prompting a surly censor to combat the uprising."
s2387,Movie,Get Santa,Christopher Smith,"Jodie Whittaker, Warwick Davis, Jim Broadbent, Stephen Graham, Nonso Anozie, Rafe Spall, Ewen Bremner, Matt King","United Kingdom, United States","December 12, 2014",2014,PG,103 min,"Children & Family Movies, Comedies","When Santa gets arrested for trespassing after crashing his sleigh, it's up to a father-son team to spring him from jail and save Christmas."
s1337,TV Show,Chill with Bob Ross,,Bob Ross,,"December 1, 2016",1994,TV-G,1 Season,TV Shows,Iconic artist and master of relaxation Bob Ross demonstrates the process of creating wintry scenes in these episodes dedicated to the season.
s6340,TV Show,The Expanding Universe of Ashley Garcia,,"Paulina Chávez, Jencarlos Canela",United States,"December 9, 2020",2020,TV-PG,3 Seasons,"Kids' TV, TV Comedies, Teen TV Shows",15-year-old scientist Ashley Garcia explores the great unknown of modern teendom after moving across the country to pursue a career in robotics.
s3430,Movie,Kocan Kadar Konus,Kıvanç Baruönü,"Ezgi Mola, Murat Yıldırım, Gülenay Kalkan, Ebru Cündübeyoğlu, Eda Ece, Begüm Öner, Gül Arıcı, Muhammet Uzuner",Turkey,"March 10, 2017",2015,TV-14,104 min,"Comedies, International Movies, Romantic Movies",A 30-year-old who's never taken the traditional path to love is tutored by her friends and family before reconnecting with her high school crush.
s6318,TV Show,The Duchess,,"Katherine Ryan, Rory Keenan, Katy Byrne, Doon Mackichan, Steen Raskopoulos, Michelle de Swarte, Sophie Fletcher",United Kingdom,"September 11, 2020",2020,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies","Katherine's a single mom juggling her career, her tween daughter, her relationship with her boyfriend — and pondering getting pregnant with her ex."
s7707,Movie,Yes or No,Saratswadee Wongsomphet,"Sushar Manaying, Supanart Jittaleela, Arisara Thongborisut, Soranut Yupanun, Inthira Yeunyong",Thailand,"December 6, 2018",2010,TV-PG,111 min,"International Movies, LGBTQ Movies, Romantic Movies","Traditional girl Pie is initially uncomfortable with her tomboyish new roommate. But as time goes on, she finds herself increasingly attracted to her."
s1536,TV Show,Crime Diaries: The Candidate,,"Jorge A. Jiménez, Ilse Salas, Alberto Guerra, Gustavo Sánchez Parra, Jorge Antonio Guerrero, Ari Brickman, Martín Altomaro, Hernán Del Riego, Norma Angélica, Lisa Owen, Eligio Meléndez, Marco Treviño, Pedro de Tavira Egurrola, Leonardo Alonso",Mexico,"March 22, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","In 1994, Mexican presidential candidate Luis Donaldo Colosio's assassination sends his dying widow racing to uncover who did it. Based on true events."
s893,Movie,Bhoot,Ram Gopal Varma,"Ajay Devgn, Urmila Matondkar, Nana Patekar, Rekha, Fardeen Khan, Victor Banerjee, Tanuja, Seema Biswas",India,"December 31, 2019",2003,TV-MA,114 min,"Horror Movies, International Movies, Thrillers","After a couple moves into an apartment, the wife’s increasingly disturbing behavior unravels chilling secrets about their new home’s past."
s2252,Movie,Four Weddings and a Funeral,Mike Newell,"Hugh Grant, Andie MacDowell, James Fleet, Simon Callow, John Hannah, Kristin Scott Thomas, David Bower, Charlotte Coleman, David Haig, Rowan Atkinson, Sophie Thompson, Anna Chancellor, Corin Redgrave",United Kingdom,"August 1, 2019",1994,R,118 min,"Classic Movies, Comedies, International Movies","A commitment-phobic Brit tries to reconnect with an alluring American who's about to make a seemingly awful mistake by marrying a wealthy, boring man."
s4152,Movie,Mission: Destroy Love,Osman Ali,"Bront Palarae, Maya Karin, Remy Ishak, Izara Aishah, Azad Jazmin, Dira Abu Zahar, Zarina Zainuddin",Malaysia,"August 7, 2017",2014,TV-PG,93 min,"Comedies, International Movies, Romantic Movies",Two strangers meet by chance on a trip to Thailand and form a connection when they realize their former romantic partners ended up getting together.
s6830,TV Show,The Road to Calvary,,"Anna Chipovskaya, Yulia Snigir, Leonid Bichevin, Pavel Trubiner",Russia,"September 1, 2018",2017,TV-14,1 Season,"International TV Shows, TV Dramas","Swept up in political unrest during World War I, two sisters in St. Petersburg cope with turbulent romances as Russian history is made around them."
s2033,TV Show,Ethos,,"Öykü Karayel, Fatih Artman, Funda Eryiğit, Defne Kayalar, Settar Tanrıöğen, Tülin Özen, Alican Yücesoy, Bige Önal",Turkey,"November 12, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Dramas",A group of individuals in Istanbul transcend sociocultural boundaries and find connection as their fears and wishes intertwine.
s124,Movie,5CM,Rizal Mantovani,"Herjunot Ali, Raline Shah, Fedi Nuril, Pevita Pearce, Saykoji, Denny Sumargo, Didi Petet, Firrina Sinatrya",Indonesia,"September 28, 2018",2012,TV-14,126 min,"Dramas, International Movies","Five friends embark on a mission to climb the highest peak in Java, overcoming obstacles on the way and discovering the true meaning of friendship."
s2991,Movie,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,"Harrison Ford, Cate Blanchett, Karen Allen, Ray Winstone, John Hurt, Jim Broadbent, Igor Jijikine, Shia LaBeouf",United States,"January 1, 2019",2008,PG-13,123 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","Indiana Jones is drawn into a Russian plot to unearth the Crystal Skulls of Akator, Amazonian artifacts with supernatural powers."
s1997,Movie,Empire of Scents,Kim Nguyen,,"Canada, France, Italy, Morocco, United States","January 1, 2018",2014,TV-14,87 min,"Documentaries, International Movies",This documentary explores the extent to which our sense of smell directs our survival instincts and enriches our sensual experiences.
